PT	AN	DT	TI	FT	AU	BA	GP	ED	SO	VL	IS	SU	PS	PD	PY	UR	AW	NT	LA	U1	U2	AB	C1	EM	RI	OI	PU	PA	SC	SN	BN	BD	DE	TN	ST	OR	DI	UT	PM	OA	HC	HP	DA
J	ZOOR14302009855		Positive effects of forest edges on plant reproduction: literature review and a case study of bee visitation to flowers of Peraxilla tetrapetala (Loranthaceae).		Burgess, Victoria J.; Kelly, Dave; Robertson, Alastair W.; Ladley, Jenny J.				New Zealand Journal of Ecology	30	2		179-190	2006	2006							Positive effects of fragmentation on plant reproduction are uncommon; in a literature review we found significant negative effects on fruit or seed set for 50 plant species, compared to 26 species showing no effect, and only nine affected positively. One of these is the declining New Zealand mistletoe Peraxilla tetrapetala (Loranthaceae), and here we investigate the mechanism of this positive effect. P. tetrapetala requires visits from native bird or bee pollinators to produce fruit. Fruit set was consistently pollen limited at several South Island sites because of a shortage of pollinators, but within a site at Lake Ohau, plants on forest edges had higher fruit set than those in the forest interior. Previous work showed that this difference was not caused by a shortage of resources in interior plants, but was associated with higher bird visitation rates to flowers on edges. In this study, we tested whether native bees also show a preference for edge flowers. At two sites (Ohau and Craigieburn) edge mistletoes had higher visitation by native bees (Hylaeus agilis and Leioproctus sp.) and higher fruit set. Some, but not all, of the higher visitation to edge flowers was explained by a preference amongst bees for flowers in direct sunshine. Therefore, P. tetrapetala experiences higher fruit set on edges because both of its main groups of pollinators (endemic birds and bees) visit edge flowers more often. The other eight published cases of positive effects of fragmentation on fruit set also all reported increased visitation rates by pollinators.			Kelly, Dave/A-6129-2013; Robertson, Alastair W/A-7808-2008	Kelly, Dave/0000-0002-9469-2161; Robertson, Alastair W/0000-0001-6894-2158				0110-6465								ZOOREC:ZOOR14302009855					
J	ZOOR14206036025		Bird composition in a montane forest fragment in the County of Atibaia, State of Sao Paulo.	Composicao da avifauna de um fragmento florestal de altitude no Municipio de Atibaia (SP).	Zaca, William				Acta Biologica Leopoldensia	27	3		175-182	September-December 2005	2005							From September 1999 to August 2000 a qualitative Survey of the birds of the Parque Municipal do Itapetinga was carried Out to evaluate the state of conservation of the avifauna. The survey registered 165 species of birds. Most of the species were associated with the forest environment (65.4%), and insectivores were the best represented feeding guild (38.9%), followed by omnivores (32.7%). Although the study area is being affected by the effects of fragmentation, the research demonstrated the biological importance of the area and the need for inore Studies with a view to its conservation.								0101-5354								ZOOREC:ZOOR14206036025					
J	ZOOR14204022570		A comparison of the bird fauna of a forest fragment and a contiguous forest: Lessons for avian conservation.		Ginny-Ng, S.L.; Shahrim-Senik, M.; Zubaid, A.; Davison, G.W.H.				Malayan Nature Journal	57	2		209-220	September 2005	2005							The total known avifauna (including as known from all relevant literature) and the understorey avifauna (including this mist-netting study) were compared between two forest areas in the extreme lowlands of Peninsular Malaysia, one extensive and one a fragment. The fragment contained fewer species, fewer forest dependent species, fewer extreme lowland specialists, and fewer threatened and near-threatened species than the extensive forest. The understorey mist-netted sample in the fragment contained only one quarter of the species and individuals found in the extensive forest. Babblers were particularly impoverished in the forest fragment, and only one understorey babbler, Short-tailed Babbler Malacocincla malaccense, was netted there. Flycatching insectivores, arboreal and terrestrial insectivores showed the greatest difference between sites, whereas insectivore-nectarivores that are capable of long distance movement showed few differences, and no significant differences in body masses.								0025-1291								ZOOREC:ZOOR14204022570					
J	ZOOR14112070717		Birds of forest fragments in area of sugar-cane crops in southeastern Brazil.	Aves de fragmentos florestais em area de cultivo de cana-de-acucar no sudeste do Brasil.	Piratelli, Augusto; Andrade, Viviane A.; Lima Filho, Mauri				Iheringia Serie Zoologia	95	2		217-222	30 junho 2005	2005							Birds of four forest fragments in areas of extensive sugar-cane plantation were studied in Campos dos Goytacazes, northern Rio de Janeiro State, Brazil, from October 2000 to July 2001. The basic diet of sampled species and their trophic guild allocation were determined. The study was carried out by means of capture with mist nets, visual and auditive records and analysis of faeces. Forty-four species were recorded and grouped in eight trophic guilds (insectivores, granivores, carnivores, frugivores, piscivores, nectarivores, omnivores and carrion eaters). The species were also allocated into smaller guilds, associated to their habitats. Some species only fly over the fragments, as Egretta Chula (Molina, 1782), while others are residents, as Manacus manacus (Linnaeus, 1766), and some used these fragments for nocturnal resting, as Amazona amazonica (Linnaeus, 1766). Small understory species apparently do not travel between fragments, given their relatively large spacing. Raptors, such as Rupornis magnirostris (Gmelin, 1789) live in both fragments and nearby open areas. Fragments in critical situation, supporting mainly generalists and/or edge species, still support some species with ecological interest, such as Rhynchocyclus olivaceus (Temminck, 1820) and A. amazonica.			Piratelli, Augusto J/J-2104-2012	Piratelli, Augusto J/0000-0003-0268-4007				0073-4721							10.1590/S0073-47212005000200013	ZOOREC:ZOOR14112070717					
J	ZOOR14108044503		Effects of structural and functional connectivity and patch size on the abundance of seven Atlantic Forest bird species.		Uezu, Alexandre; Metzger, Jean Paul; Vielliard, Jacques M.E.				Biological Conservation	123	4		507-519	June 2005	2005							We studied the importance of fragment size and structural and functional connectivity on the occurrence and abundance of seven Atlantic Forest bird species in 13 patches (13-275 ha) and three sites within a continuous forest (10,000 ha). We sampled birds with point counts and evaluated structural connectivity considering the presence of corridors and the degree of isolation. We defined functional connectivity by analyzing species movements using playbacks in forest corridors between fragments and in the surrounding matrix. Species differed in their responses to fragmentation. For the frugivorous species, Trogon surrucura, Carpornis cucullatus and Triclaria malachitacea, patch size was the main factor determining abundance. Two understory insectivorous species, Basileuterus leucoblepharus and Pyriglena leucoptera, were more affected by the degree of patch connectivity, the former by the presence of corridors and the latter by the distance between patches. The capacity of P. leucoptera to use corridors and open areas (i.e. functional connectivity) shaped its abundance pattern. Fragmentation had no effect on the abundance of Chiroxiphia caudata and had a positive effect on Batara cinerea. This study emphasizes the importance of considering species' perceptions of landscape, especially functional connectivity, in understanding the effects of habitat fragmentation. [copyright] 2005 Elsevier Ltd. All rights reserved.			Uezu, Alexandre/G-5435-2014; Metzger, Jean Paul W./C-2514-2012	Metzger, Jean Paul W./0000-0002-0087-5240				0006-3207							10.1016/j.biocon.2005.01.001	ZOOREC:ZOOR14108044503					
J	ZOOR14110058945		The impact of fire and forest conversion into savanna on the bird communities of west Madagascan dry forests.		Pons, Pere; Wendenburg, Clara				Animal Conservation	8	2		183-193	May 2005	2005							We studied the influence of vegetation structure and tree phenology on bird communities along a gradient of tropical forest degradation in NW Madagascar. Birds were censused by point counts at Ankarafantsika, one of the largest remnants of the severely reduced dry deciduous forest. The original forest was dominated by foliage insectivores. A few years after wildfire, regrowth was dense, most forest bird species were still present and additional understorey species appeared. As a result, species richness and abundance per point count increased. In contrast, when forest was transformed into savanna, the avian assemblage became poor, dominated by granivores and aerial insectivores, with only seven species shared with the original forest. Foliage volume, grass volume and bare ground cover explained most of the bird community variation by means of canonical correspondence analysis. Birds tended to increase their habitat breadth along the forest-savanna gradient. An index of bird conservation value, including abundance, endemism and the threatened status of the species, was highest in burned forests (1.12), intermediate in unburned forests (1) and lowest in savanna (0.44). The results emphasise the urgent need to protect not only the undisturbed fragments, but also the burned dry forests, because of their high value for biodiversity.			Pons, Pere/B-9472-2008	Pons, Pere/0000-0002-2196-5544				1367-9430							10.1017/S1367943005001940	ZOOREC:ZOOR14110058945					
J	ZOOR14105027383		Influence of matrix habitats on the occurrence of insectivorous bird species in Amazonian forest fragments.		Antongiovanni, Marina; Metzger, Jean Paul				Biological Conservation	122	3		441-451	April 2005	2005							The influence of matrix habitats on the occurrence of seven understory insectivorous bird species in forest fragments was examined at the Biological Dynamics of Forest Fragments Project, Manaus. Amazonia. Playback techniques were used to detect individuals in the continuous primary forest, fragments of 1, 10 and 100 ha, and in two matrix habitat of secondary forest dominated by Vismia spp. and Cecropia spp. Sampling points in secondary forest areas were distributed at 50, 250 and 500 in from the continuous forest. Using G-tests of frequency distribution, species occurrences were compared in the following ways: (a) continuous forest vs. fragments; (b) continuous forest vs. second growth forest; (c) in second growth at different distance, from continuous forest. Species were divided into three categories according to their sensitivity to the fragmentation process. Highly sensitive species (Cyphorhinus arada, Hylophilus ochraceiceps and Thamnomanes ardesiacus) did not occur in small fragments or in matrix habitats. Moderately sensitive species (Formicarius colma and T. caesius) occurred in small fragments and utilized infrequently matrix habitats. Positively affected species (Percnostola rufifrons and Hypocnemis cantator) were frequently detected in small fragments and all matrix habitats. Distances from the continuous forest did not influence the frequency of species occurrences in the secondary forest areas. Species were more frequent in small fragments surrounded by Cecropia spp. than by Vismia spp. Our results support the idea that the maintenance of species in small fragments may depend on their ability to use the matrix, and that increasing the permeability of the matrix may be an option to lessen the effects of forest fragmentation. [copyright] 2004 Elsevier Ltd. All rights reserved.			Metzger, Jean Paul W./C-2514-2012	Metzger, Jean Paul W./0000-0002-0087-5240				0006-3207							10.1016/j.biocon.2004.09.005	ZOOREC:ZOOR14105027383					
J	ZOOR14107040413		Food and feeding ecology of the rock fowl Picatthartes [Picathartes] oreas in Old Oyo National Park, Nigeria.		Adeyemo, A.I.; Ayodele, I.A.				African Journal of Ecology	43	1		1-6	March 2005	2005							The rock fowl is an endangered species and its food and feeding ecology was studied in the forest zone of Old Oyo National Park, Nigeria. The methods used were direct observation, and fragmentation analysis of faecal and crop content of samples collected during both the wet and dry seasons. The results showed that rock fowl feed on a wide range of species of insects, fruits and flower buds. In the wet season, animal resources represented 54 and 62% of the adult and chick diet, respectively, whereas in the dry season, animal food resources represented about 600% of both adult and the chick diets. There was a significant difference (P 0.05) in the food composition of the birds between the dry and wet seasons. There was also a significant (P 0.05) difference in food preference between adults and chicks. Food sharing was not common, although it was observed between rock fowl cockerels and hens. Food search and selection indices were directly related to season and food availability. It was concluded that food scarcity may not be a serious contributory factor in the threat to the rock fowl.								0141-6707							10.1111/j.1365-2028.2005.00371.x	ZOOREC:ZOOR14107040413					
J	ZOOR14105030187		Nested species assemblages as a tool to detect sensitivity to forest fragmentation: the case of cloud forest birds.		Martinez-Morales, Miguel Angel				Oikos	108	3		634-642	March 2005	2005							In an ecological community, groups of species may or may not have a nested structure. Furthermore, any nested structure detected could have several causes, each of which would have to be identified, since they may have important theoretical and management implications. In this paper, I assessed the nested structure of bird communities using cloud forest fragments in eastern Mexico to identify bird species and groups of species sensitive to cloud forest fragmentation. Sensitive species were expected to have a nested arrangement highly correlated with forest fragmentation intensity. Analysis identified the following groups of birds as showing a nested structure highly correlated with cloud forest fragmentation: birds with a body mass between 100 and 300 g and larger than 600 g, some trophic behavioural guilds (terrestrial granivore, terrestrial granivore-frugivore, understory granivore-frugivore, arboreal granivore-frugivore, gleaning terrestrial insectivore, gleaning understory insectivore, cliff gleaning insectivore, nocturnal aerial insectivore, diurnal raptor, nocturnal raptor, terrestrial omnivore, scavenger), forest interior and generalist birds, species restricted to cloud forest, and threatened species. This study shows that the analysis of the nested species assemblage can be considered a useful tool to identify species sensitivity to ecological or landscape patterns and processes, in this case, species or groups of species affected by a fragmented landscape pattern.								0030-1299							10.1111/j.0030-1299.2005.13706.x	ZOOREC:ZOOR14105030187					
J	ZOOR14108044921		Avian malaria in Brazilian passerine birds: parasitism detected by nested PCR using DNA from stained blood smears.		Ribeiro, S.F.; Sebaio, F.; Branquinho, F.C.S.; Marini, M.A.; Vago, A.R.; Braga, E.M.				Parasitology	130	3		261-267	March 2005	2005							The microscopical examination of Giemsa-stained thin blood smears and a nested PCR were performed to detect avian Plasmodium in 275 passerine birds from small and large fragments of Atlantic Forest, Minas Gerais, Brazil. The 275 blood smears were used both for the microscopical examination and nested PCR providing the DNA template used for the reactions. The sensitivity of the nested PCR assay was higher than that observed for blood smears through microscopical examination. High prevalence (39.6%) of Plasmodium infections was detected by nested PCR while the microscopical examination detected only 16.5% positive birds. Poor agreement was observed between the results of the two different tests. The PCR data obtained were correlated to the forest fragment size of the Atlantic Forest and also correlated to the biological characteristics of the birds (nest type construction, diet, participation in mixed-species flocks, age and sex). Birds captured in the large forest areas were more infected than birds captured in the small areas (51.9% and 28.5%, respectively). Diet and participation in mixed-species flocks were correlated to the Plasmodium parasitism. The insectivorous birds and those that participated in mixed-species flocks were more frequently infected (47% and 41.5%, respectively) than the other groups.			Marini, Miguel/J-6251-2012; Braga, Erika/A-6776-2008	Marini, Miguel/0000-0002-7300-7321; Braga, Erika/0000-0001-5550-7157				0031-1820							10.1017/S0031182004006596	ZOOREC:ZOOR14108044921	15796008				
J	ZOOR14108045140		Comparative responses of bird, carabid, and spider assemblages to stand and landscape diversity in maritime pine plantation forests.		Barbano, Luc; Pontcharraud, Laurent; Vetillard, Fabrice; Guyon, Dominique; Jactel, Herve				Ecoscience	12	1		110-121	2005	2005							We carried out a multi-taxa study to investigate the responses of species assemblages to stand and landscape variables in maritime pine plantation forests in the Landes de Gascogne (southwestern France). Breeding birds, carabid beetles, and ground-dwelling spiders were sampled simultaneously in a balanced set of 27 stands varying in tree species composition, age, and vertical structure. The composition and structure of surrounding landscapes were quantified within a 500-m radius around the stands. Species responses to a combination of 12 stand and landscape variables were estimated using multiple stepwise regression. Bird, carabid, and spider assemblages were related to the same explanatory variables using a set of co-inertia analyses. Tree height was the best predictive variable for all taxa at species richness, species assemblage, and individual species levels. Landscape variables were important as secondary factors, especially landscape fragmentation, spatial heterogeneity, and shape and spatial distribution of deciduous forest patches in the surrounding landscape. The occurrence of deciduous forest patches and an increasing landscape heterogeneity appeared to be beneficial to forest birds and spiders but not to carabids, probably because forest carabids are generally poor dispersers, more sensitive to habitat fragmentation.			JACTEL, Herve/F-3864-2010					1195-6860							10.2980/i1195-6860-12-1-110.1	ZOOREC:ZOOR14108045140					
J	ZOOR14201007933		The black grouse on the Sallandse Heuvelrug: prolonged struggle for the preservation of the last surviving population in The Netherlands.	Twintig jaar strijd om behoud van het Korhoen op de Sallandse Heuvelrug.	de Bruijn, Onno; Dirks, Paul; ten Den, Paul; Klomphaar, Ton; Veerbeek, Herman				Levende Natuur	106	2		50-57	maart 2005	2005							The Black grouse is a characteristic bird of the edges of heaths and moors where these adjoin grassland and open woodland. The recent serious decrease of the Black grouse in range and numbers in Western-Europe can be attributed to fragmentation and degradation of the breeding habitat (increased abundance of grasses on heaths and the drying out of moors), more efficient and intensive agricultural use of the adjoining farmland, as well as the disturbance caused by increased recreation pressure and the predatory activities of Foxes (Vulpes vulpes) and Goshawks (Accipiter gentilis). In 2004, only fifteen males were counted at the last remaining site in the Netherlands, the 'Sallandse Heuvelrug' (province of Overijssel). Besides the factors already mentioned, climatic warming with wetter winters and springs has had a negative effect on the Black grouse which is adapted to cold, snowy winters and warm, dry springs. Presently, high chick mortality is a key factor in the decline as a result of a lack of food (insects) and poor weather conditions. In 1991, a Black Grouse Conservation Plan was launched by the Dutch government. In line with this plan, conservation organisations (Natuurmonumenten and Staatsbosbeheer) are structurally improving the grouse's habitat on the Sallandse Heuvelrug. This includes the stimulation of heather regeneration, deforestation and the modification of agricultural practices in the surrounding farmland. Active management (sod-cutting, mowing, woodcutting) is leading to a mosaic heathland with long and short heathers (Calluna vulgaris), patches of Vaccinium vitis-idaea, local Juniperus communis shrubs, and semi-open woodland with Vaccinium myrtillus. Besides this patchwork-type of heathland management, sheep grazing has been stopped, some 300 ha of forest has been felled, and gradual transition zones from heath to woodland are being created. In addition, the predatory losses are kept low by shooting Foxes, and recreation zoning measures have been put in place to restore quiet areas. Unfortunately, so far, the Black Grouse has not seen an increase in numbers from this intensive habitat management. Nevertheless, a breeding population has survived on the Sallandse Heuvelrug, and habitat-use observations show that the grouse are reacting positively to the measures undertaken. Moreover, positive population trends in other characteristic (insectivorous) species of heathland communities are encouraging, in particular Nightjar (Caprimulgus europaeus), Stonechat (Saxicola rubicola), Woodlark (Lulula arborea) as well as the Sand lizard (Lacerta agilis). Over the last years, Natuurmonumenten has reinstated some fields of traditional crops (oats, spurry) and Staatsbosbeheer is acquiring adjoining farmland for future marginal grassland use for the benefit of the Black grouse. Eventually, repopulation of this area with lowland Black grouse (bred in captivity or obtained from abroad) may be an appropriate option once the conditions that led to the population decline have been sufficiently resolved.								0024-1520								ZOOREC:ZOOR14201007933					
B	ZOOR14105032310		Life after logging: reconciling wildlife conservation and production forestry in Indonesian Borneo.		Meijaard, Erik; Sheil, Douglas; Nasi, Robert; Augeri, David; Rosenbaum, Barry; Iskandar, Djoko; Setyawati, Titiek; Lammertink, Martjan; Rachmatika, Ike; Wong, Anna; Soehartono, Tonny; Stanley, Scott; O'Brien, Timothy	Meijaard, Erik; Sheil, Douglas; Nasi, Robert; Augeri, David; Rosenbaum, Barry; Iskandar, Djoko; Setyawati, Titiek; Lammertink, Martjan; Rachmatika, Ike; Wong, Anna; Soehartono, Tonny; Stanley, Scott; O'Brien, Timothy			Life after logging: reconciling wildlife conservation and production forestry in Indonesian Borneo.				i-xxii, 1-345	2005	2005							Deforestation, forest degradation and hunting are having an increasing impact on wildlife in Borneo and many species are threatened. The Indonesian government has pledged to do its best to control these problems, a pledge that has been formalized in a range of laws and international agreements. But despite the need for immediate and definitive actions, achieving conservation goals remains fraught with challenges. Part of the problem is that conservation interest has focused on protected and unlogged forest, but we need to recognise that logged forest is a vital component of any comprehensive approach to landscape-scale conservation. Our review focuses on the ecological and life history aspects of Bornean vertebrates and how these relate to forest management, with a specific emphasis on lowland and hill dipterocarp forest. But ecological studies seldom lead to improved forest management practices. Our review provides three responses to this: 1. Recommendations in the research literature are compiled and translated into management implications. These can be presented to those who need to know about them. 2. Knowing that a species declines with forestry interventions is seldom enough to clarify how forestry practices might be adapted (short of a ban) in order to mitigate the negative impacts. We set out to link species sensitivity with ecological and life history correlates to develop a better understanding of why a given taxon is vulnerable, allowing a more species-specific approach to the protection of habitat characteristics and components. 3. Research needs to answer management relevant questions. We identify priority topics for research. Our primary intention is thus to identify and clarify what makes fauna vulnerable to various kinds of forestry-related interventions. Based on these results, insights and related hypotheses, we compile and develop recommendations for improved management practices and identify priorities for future research. We are pragmatic: we acknowledge the critical role of the socio-political context for implementing our proposals. Yet, while various key issues are raised, the pace of change in Indonesia is currently so rapid and the issues so complex that our discussion of this context cannot resolve all the current and future opportunities. We focus, therefore, on technical ecological information, the validity of which is independent of volatile local politics. We found a considerable body of ecological information relevant to the management of tropical forests and their wildlife. Improving current management practices requires collaborations between ecologists and forest managers to develop pragmatic guidance for improved practices. The present review and synthesis is one component in achieving this collaboration, focusing upon the fauna of the Malinau area in East Kalimantan (Indonesia).In Part I of this book we summarize knowledge concerning various forest interventions and how they affect selected wildlife species. We identify a range of effects caused by timber harvesting, and note the associated influences of hunting and forest fragmentation. Additional problems are caused by exotic species, law enforcement, fires and a range of other factors. Yet despite decades of wildlife research on Borneo there is little information on the magnitude and mechanisms of threats to wildlife. Most studies considered in this book report on autecological studies of various species, but do not analyse species characteristics in relation to different threat levels. Still, we are able to draw various conclusions about the effects of timber harvesting and associated factors on wildlife, and provide general management recommendations. Selective logging has fewer direct negative consequences for many vertebrate species than is sometimes assumed. It certainly affects certain groups of species, like terrestrial, insectivorous birds and mammals, which suffer from the reduced ground cover. This may primarily be caused by the slashing of ground cover and lianas, which is currently required by law. Some species, though, such as deer and banteng, appear well adapted to, and can increase in, the more open habitats that follow logging. Timber harvesting generally brings a number of associated problems in addition to the direct disturbance of forest habitat. Two important aspects, from a wildlife conservation perspective, are increased hunting and forest fragmentation. Hunting can pose a considerable threat to some forest fauna and this threat often increases with forestry roads, increased access to forests and the provisioning needs of camps. Improved hunting technologies and increasing availability of guns add to the pressure. Roads, skid trails and degraded areas fragment forest habitats. Small isolated populations, such as those created by fragmented or heavily harvested landscapes, are at much greater risk of various deleterious effects that can ultimately lead to local extinction. Some species have minimum fragment size requirements for population persistence. Recent research has highlighted the importance of maintaining 'forest-like' habitats, or a network of 'forest stepping-stone' habitats in the intervening landscape. The effects seem likely to be worst in forests with excessive road density, wide clearings, and many large deforested openings. Forest edges can generate signifi cant effects on individual, population, and community dynamics in remaining forest areas. Several studies report that the effects of logging can extend considerable distances into surrounding undisturbed forests. In Part II of this book we analyse species in relation to their tolerance to the effects of logging and forest change. Using multivariate analyses we identify various factors associated with bird and mammal species that are vulnerable to logging interventions. These factors are dietary specialization, restricted feeding strata, endemicity, apparent evolutionary age (those that evolved during the Miocene or Early Pliocene) and absence from small islands. Factors which we found not to be significant in our data set are group size, number of young per litter, body weight and home range size. Terrestrial insectivores and frugivores appear particularly sensitive to timber harvest practices, whereas herbivores and omnivores were more tolerant or even benefited from logging. Based on these fi ndings we provide recommendations on forest management for concession managers, local and national governments, in Part III. We support the application of good conservation planning, good road building and reduced impact logging methods. Specific recommendations include the retention of ecologically important habitat structures (large trees, hollow trees, fruiting species) and locations (salt licks, watercourses). In terms of silvicultural practices we recommend that understorey slashing (currently a legal requirement) be discontinued. We recommend regulating hunting in timber concessions; law enforcement authorities and concession managers must be able to control this. Hunting of vulnerable species would ideally be eliminated. It is important to retain a contiguous forest. Where forest areas are broken up by wide-roads, logging and agriculture, forest corridors should be maintained as much as possible to maximize connectivity within the forest matrix. At the concession level, retaining linear forest elements (e.g., riverine forests) as corridors between forest blocks can increase faunal dispersal and thus the chances of species survival in forest patches. Reducing the width of roads and tracks, maintaining canopy connectivity over roads, and limiting felling-gap sizes, should also reduce the effects of fragmentation on arboreal species. In addition to these more general recommendations, we suggest many specific actions that might help the conservation of several specific species. Examples include the need to set aside sufficiently large areas for protected large carnivores (Malayan Sun Bear, Clouded Leopard), retain large dipterocarp trees for Helmeted Hornbill nesting and for Great Slaty Woodpecker feeding, and regulate collection of freshwater turtles. We highlight, amongst other things, how governments can better support wildlife conservation in forestry concessions. The government has the important task of evaluating the list of species presently protected in Indonesia, as many rare and endangered species are missing from the list (e.g., Straw-headed Bulbul). We call for an operational action plan to ensure that clear conservation goals are effectively implemented at the concession level (current requirements, though well-intended, have little impact on management choices). We find several areas where effective biodiversity-friendly forestry management is limited by our lack of knowledge. In Part IV we focus on this and provide research recommendations. While research will continue to contribute to our understanding of how timber harvesting practices and their associated impacts might be refi ned to benefit wildlife conservation, a lack of knowledge cannot be used to justify delay in implementing our main recommendations. We may not yet be in a position to describe and advocate perfect management, but we can definitely propose substantial improvements of current practices.									979-3361-56-5							ZOOREC:ZOOR14105032310					
B	ZOOR14110060822		Understanding and conserving tropical diversity: perspectives from Barro Colorado Island.		Leigh, Egbert Giles, Jr; Rubinoff, Ira			Bermingham, Eldredge; Dick, Christopher W.; Moritz, Craig	Tropical rainforests: past, present, and future.				223-250	2005	2005							To understand and maintain tropical forest diversity, we must distinguish different species and learn what factors regulate different populations, how different species coexist, and how different species depend on one another. We must also learn how new species evolve and how different scales of environmental change influence speciation rate, as well as the diversity and species composition of ecological communities. These goals demand diverse approaches and a thorough understanding of natural history. For example, exclusion experiments in intertidal ecology suggest how the consequences of forest fragmentation can reveal the trophic organization of intact rainforest; field experiments with reef fish illustrate trade-offs inferred from the behavior of ant-following birds. Diversity reflects opportunities for coexistence; speciation with secondary overlap depends on the availability of a "niche opportunity." How much diversity a community maintains depends, in turn, on its trophic organization. Thus, high tree diversity may occur only where predators reduce the effect of generalist insect herbivores. The dynamism, trophic organization, and resistance to invaders of a forest ecosystem on a long-isolated land-mass depend on that landmass's area. Ecological communities are organized for high productivity and species diversity, as economies are for high productivity and diversity of occupations. In both, high diversity depends on long freedom from major disruption.									0-226-04468-8							ZOOREC:ZOOR14110060822					
J	ZOOR14209057611		Potential effects of large-scale elimination of oaks by red oak borers on breeding Neotropical migrants in the Ozarks.		Smith, Kimberley G.; Stephen, Frederick M.				U S Forest Service General Technical Report PSW	191			312-321	2005	2005							The Arkansas Ozarks are currently experiencing an outbreak of the red oak borer (Enaphalodes rufulus), a native insect that has previously not been considered an important forest pest species. As many as 50 percent of the trees in the Ozarks, which has the highest density of oaks in the United States, may be dead by the year 2006. The Ozarks are generally believed to be a source region for Neotropical migratory birds, compared to fragmented areas to the east and north, but that could change very rapidly with the elimination of oaks. The potential impact on migratory breeding birds was assessed, first, by reviewing the impact on birds of other tree species eliminations that have occurred in the eastern United States (American chestnut (Castanea dentate), American elm (Ulmus americana), American beech (Fagus grandifolia), and Frazer (Abies fraseri) and Eastern (A. canadensis) firs). Those results were incorporated into our studies on migratory breeding birds in the Arkansas Ozarks. Populations of 11 of 20 migratory species are predicted to decline, and some species, such as the Cerulean Warbler (Dendroica cerula), may be extirpated. Only five forest species are predicted to increase, but at least five early successional species (e.g. Indigo Bunting (Passerina cyanea), Yellow-breasted Chat (Icteria virens)), which are currently absent from upland hardwood forests, should increase with the development of a scrub layer as the canopy opens. Thus, the red oak borer infestation has the potential to greatly alter the composition of the avifauna of the Ozarks, which may have far-reaching implications for many species of neotropical migratory birds.								0196-2094								ZOOREC:ZOOR14209057611					
J	ZOOR14101000266		Habitat structure and proximity to forest edge affect the abundance and distribution of forest-dependent birds in tropical coastal forests of southeastern Madagascar.		Watson, James E.M.; Whittaker, Robert J.; Dawson, Terence P.				Biological Conservation	120	3		311-327	December 2004	2004							Despite the fact that Madagascar is classified a biological 'hotspot' due to having both high levels of species endemism and high forest loss, there has been no published research on how Madagascan bird species respond to the creation of a forest edge or to degradation of their habitat. In this study, we examined how forest bird communities and different foraging guilds were affected by patch habitat quality and landscape context (forest core, forest edge and matrix habitat) in the threatened littoral forests of coastal southeastern Madagascar. We quantified habitat use and community composition of birds by conducting 20 point counts in each landscape contextual element in October and November 2002. We found that littoral forest core habitats had significantly (p 0.01) more bird species than forest edge and matrix habitats. Thirty-one (68%) forest dependent species were found to be edge-sensitive. Forest edge sites had fewer species, and a higher representation of common species than forest interior sites. Twenty-nine species were found in the matrix habitat, and the majority of matrix-tolerant forest species had their greatest abundance within littoral forest edge habitats. Guild composition also changed with landscape context. Unlike other tropical studies with which we are familiar, we found that frugivorous species were edge-sensitive while sallying insectivores were edge-preferring. The majority of canopy insectivores (n = 15, 88%), including all six endemic vanga species, were edge-sensitive. When habitat quality was assessed, the distributions of nine edge-sensitive species were significantly (p 0.01) affected by changes in habitat complexity and vegetation vertical structure in core or edge point counts. Therefore, we believe that changes in vegetation structure at the edge of littoral forest remnants may be a key indicator of mechanisms involved in edge sensitivity of forest dependent species in these forests. Our findings indicate that habitat fragmentation and degradation affect Madagascan bird communities and that these processes threaten many species. With continued deforestation and habitat degradation in Madagascar, we predict the further decline of many bird species. [copyright] 2004 Elsevier Ltd. All rights reserved.			Whittaker, Robert J/H-1548-2015; Watson, James E.M./D-8779-2013; Dawson, Terence Peter/E-4724-2011	Whittaker, Robert J/0000-0001-7775-3383; Watson, James E.M./0000-0003-4942-1984; Dawson, Terence Peter/0000-0002-4314-1378				0006-3207							10.1016/j.biocon.2004.03.004	ZOOREC:ZOOR14101000266					
